"","adj","p.val","fc","auc.mat","log10p","log2fc"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",9.89118622205037e-10,1.2916238563084e-10,-3.21195769783201,0.33860332807156,9.00475162156782,-1.68345289237893
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",1.18494136935327e-46,2.14542292512506e-48,-4.45347693986429,0.116252302025783,45.9263031379208,-2.15493212377974
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis",0.000511197425078337,0.00014010013981351,-1.29656449455943,0.427971257563799,3.29141134240264,-0.374693971456798
"k__Bacteria|p__Proteobacteria|c__CFGB76539|o__OFGB76539|f__FGB76539|g__GGB9815|s__GGB9815_SGB15449",0.230397362954007,0.172468433366801,0,0.505524861878453,0.63752249600003,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum",8.39239433245714e-05,1.97105512121079e-05,-2.46332474611397,0.394928966061563,4.07611411819073,-1.30060683438354
"k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9512|s__GGB9512_SGB14909",0.0474450917939456,0.0211434357315576,-0.646380404357683,0.465782031044462,1.32380870878061,0.629544632819488
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium",1.30020455817576e-12,1.3647206439474e-13,-3.26400624654362,0.314530715601158,11.8859883157715,-1.70664381829252
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB33928|s__GGB33928_SGB15225",0.0649537884721752,0.0298736139337508,0.560129205568487,0.544733293870034,1.18739551334265,-0.836168441409563
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis",1.20539991164904e-09,1.58331630721345e-10,-2.21466198880535,0.358392528282031,8.91886884470014,-1.14708652528784
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",6.58299328453194e-11,7.77545453284454e-12,-3.16239770425741,0.325128255722178,10.1815765879418,-1.66101881294609
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089",5.28423445387828e-05,1.21895270816681e-05,-2.08407637170262,0.396639042357274,4.27701792160885,-1.05940814664608
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium",0.393502768743326,0.311703662148292,-0.889310597501744,0.477086621941594,0.40505220753435,0.169240717209268
"k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6002|s__GGB6002_SGB8625",0.00101182315534291,0.0002859443864574,0,0.537292817679558,2.99489538608323,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3167|s__GGB3167_SGB4181",0.693845727609125,0.670913086343028,0,0.496300315706393,0.158737081556669,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara",6.36719747048267e-07,1.13053237177671e-07,-1.93919239316751,0.389017692712444,6.19605168083962,-0.955455944702674
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii",8.57520385185483e-09,1.23842084836335e-09,-2.68473970209022,0.34786076032623,8.06675554700725,-1.4247822190458
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_ihumii",0.000720459662264536,0.000199543144993073,-1.33822607852165,0.42466620626151,3.1423903298345,-0.420321863968702
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium",0.177397117002658,0.100175056590792,-0.54139261445673,0.468560905024993,0.751053442452493,0.885252888086844
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0.00831372515772034,0.00285644515411298,-1.28116775339386,0.435477505919495,2.08020433687316,-0.357459391482938
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615",0.13009401962346,0.0712411695128212,-1.6332505539501,0.455406471981058,0.885742667344851,-0.707746129058468
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51269|s__GGB51269_SGB5062",0.000119593206240936,2.93622857076562e-05,0.738511277271934,0.563355038147856,3.92229349071446,-0.437308143375873
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium",4.35161241055067e-07,7.37718902975751e-08,1.08206615890126,0.596241120757695,6.36134979333175,0.113788710071217
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",2.37285707597753e-05,5.20614042888912e-06,-3.20271956615855,0.382859773743752,4.62472841980357,-1.67929747959102
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron",0.197030023516276,0.131565017039418,-1.20891933272068,0.463882859773744,0.705467590823442,-0.273717981422002
"k__Bacteria|p__Firmicutes|c__CFGB76112|o__OFGB76112|f__FGB76112|g__GGB79630|s__GGB79630_SGB13983",3.17199963695961e-06,6.17116335553334e-07,0.724430144859905,0.578153775322284,5.49866687106012,-0.465081514177644
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85",1.62128953758498e-17,1.26834163158924e-18,-3.31889472559898,0.294881281241778,16.7901394198543,-1.73070286826375
"k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium",0.243599598994598,0.18343305699337,0.339866392329193,0.520315377532228,0.613323430959428,-1.55696038678
